id,course_name,category,description,price,level,status
494,Time Series Forecasting & Anomaly Detection - Real-World Projects,Data Science,"Comprehensive training program focusing on time series forecasting & anomaly detection with practical focus on real-world projects, case studies, and hands-on exercises.",7499,Intermediate,Active
495,Certified Internal Auditor (CIA) Comprehensive - In-Depth Series,Certification,"Comprehensive training program focusing on certified internal auditor (cia) comprehensive with practical focus on in-depth series, case studies, and hands-on exercises.",7999,Intermediate,Active
496,Zero to Hero: Deep Learning & Neural Architectures with PyTorch,Data Science,"Comprehensive training program focusing on deep learning & neural architectures with pytorch with practical focus on zero to hero, case studies, and hands-on exercises.",5499,Beginner,Active
497,"Corporate Mergers, Demergers & Amalgamations Law - Real-World Projects",Law,"Comprehensive training program focusing on corporate mergers, demergers & amalgamations law with practical focus on real-world projects, case studies, and hands-on exercises.",5999,Intermediate,Active
498,CA Foundation Accounting Basics: Strategy & Implementation,CA,"Comprehensive training program focusing on ca foundation accounting basics with practical focus on strategy & implementation, case studies, and hands-on exercises.",7999,Beginner,Active
499,Personal Financial Planning & Wealth Mgmt: Fundamentals,Finance,"Comprehensive training program focusing on personal financial planning & wealth mgmt with practical focus on fundamentals, case studies, and hands-on exercises.",4999,Beginner,Active
500,Working Capital Assessment (MPBF & CMA Data): In-Depth Series,Banking,"Comprehensive training program focusing on working capital assessment (mpbf & cma data) with practical focus on in-depth series, case studies, and hands-on exercises.",5999,Intermediate,Active
501,"Advanced Practice: CS Executive Economic, Business & Commercial Laws",CS,"Comprehensive training program focusing on cs executive economic, business & commercial laws with practical focus on advanced practice, case studies, and hands-on exercises.",13499,Advanced,Active
502,In-Depth Series: AWS Certified Solutions Architect Associate,Cloud Computing,"Comprehensive training program focusing on aws certified solutions architect associate with practical focus on in-depth series, case studies, and hands-on exercises.",4999,Beginner,Active
503,Zero to Hero: CA Intermediate Taxation & Law,CA,"Comprehensive training program focusing on ca intermediate taxation & law with practical focus on zero to hero, case studies, and hands-on exercises.",7999,Beginner,Active
504,Terraform for Multi-Cloud Infrastructure as Code: Bootcamp,Cloud Computing,"Comprehensive training program focusing on terraform for multi-cloud infrastructure as code with practical focus on bootcamp, case studies, and hands-on exercises.",6499,Intermediate,Active
505,"Intellectual Property: Patents, Trademarks & Copyrights: Specialization",Law,"Comprehensive training program focusing on intellectual property: patents, trademarks & copyrights with practical focus on specialization, case studies, and hands-on exercises.",5999,Intermediate,Active
506,Zero to Hero: Tax Audits under Section 44AB,Taxation,"Comprehensive training program focusing on tax audits under section 44ab with practical focus on zero to hero, case studies, and hands-on exercises.",3999,Beginner,Inactive
507,CMA Final Corporate Laws & Compliance: Certification Prep,CMA,"Comprehensive training program focusing on cma final corporate laws & compliance with practical focus on certification prep, case studies, and hands-on exercises.",13499,Advanced,Active
508,Human Resource Management & Talent Acquisition: Mastery,Management,"Comprehensive training program focusing on human resource management & talent acquisition with practical focus on mastery, case studies, and hands-on exercises.",7999,Advanced,Active
509,Bootcamp: CS Professional Multidisciplinary Case Studies,CS,"Comprehensive training program focusing on cs professional multidisciplinary case studies with practical focus on bootcamp, case studies, and hands-on exercises.",13499,Advanced,Active
510,CS Executive Financial & Strategic Management: Frameworks & Best Practices,CS,"Comprehensive training program focusing on cs executive financial & strategic management with practical focus on frameworks & best practices, case studies, and hands-on exercises.",9999,Intermediate,Active
511,Corporate Treasury Management: Frameworks & Best Practices,Finance,"Comprehensive training program focusing on corporate treasury management with practical focus on frameworks & best practices, case studies, and hands-on exercises.",6999,Intermediate,Active
512,Data Visualization with Matplotlib & Seaborn - Bootcamp,Data Science,"Comprehensive training program focusing on data visualization with matplotlib & seaborn with practical focus on bootcamp, case studies, and hands-on exercises.",7499,Intermediate,Active
513,Expatriate Taxation & Dual Residence Issues - Practical Applications,Taxation,"Comprehensive training program focusing on expatriate taxation & dual residence issues with practical focus on practical applications, case studies, and hands-on exercises.",5499,Intermediate,Active
514,Hands-on Workshop: Reinforcement Learning in Practice,Data Science,"Comprehensive training program focusing on reinforcement learning in practice with practical focus on hands-on workshop, case studies, and hands-on exercises.",7499,Intermediate,Inactive
515,Zoho Books End-to-End Accounting: Specialization,Accounting,"Comprehensive training program focusing on zoho books end-to-end accounting with practical focus on specialization, case studies, and hands-on exercises.",4499,Intermediate,Active
516,Zoho Books End-to-End Accounting - Fundamentals,Accounting,"Comprehensive training program focusing on zoho books end-to-end accounting with practical focus on fundamentals, case studies, and hands-on exercises.",2999,Beginner,Active
517,Real-World Projects: Project Finance & Public-Private Partnerships,Finance,"Comprehensive training program focusing on project finance & public-private partnerships with practical focus on real-world projects, case studies, and hands-on exercises.",6999,Intermediate,Active
518,CMA Foundation Fundamentals of Economics & Mgmt - Bootcamp,CMA,"Comprehensive training program focusing on cma foundation fundamentals of economics & mgmt with practical focus on bootcamp, case studies, and hands-on exercises.",6999,Beginner,Active
519,Corporate Treasury Management - Hands-on Workshop,Finance,"Comprehensive training program focusing on corporate treasury management with practical focus on hands-on workshop, case studies, and hands-on exercises.",6999,Intermediate,Active
